word	count
brake	3
pockets	54
buster	16
throne	9
douglas'	1
happily	20
clarabelle	5
annie	5
coaches	15
foolish	7
traveled	8
passes	4
chugged	5
huffed	1
proudly	8
boiler	5
rumbled	5
thunder	22
perpetuating	1
clunk	65
caroline	9
illustrator	2
zooming	3
thomas's	13
polite	5
bursting	4
rollie	13
decided	53
bundles	1
passing	3
bertie	7
beeped	3
friendly	16
particular	9
easel	9
scooted	2
soggy	107
brakes	5
blind	9
headache	12
sweetest	4
bally	3
blinking	9
lesson	15
appear	8
unload	4
steep	8
peaceful	8
caused	4
less	34
war	9
smokey	6
table's	2
bands	10
shane	4
newest	3
thumper	15
stronger	10
tear	26
yo	20
refused	3
twirl	12
eyelashes	7
hooking	5
lurch	9
lug	6
easily	22
unzip	13
dingy	2
flowing	3
shaft	10
chalk	19
dandelions	8
creaks	2
tucker	2
tugging	7
mines	4
thwack	5
stroked	1
cheeks	33
rusty's	4
stack	15
avalanche	1
albert's	3
added	13
crabs	28
harold	136
lugging	4
dragging	4
replace	10
turnips	1
worked	28
diver's	2
divers	1
lumpkins	1
scouts	1
lot's	7
toby's	3
sawed	1
boards	3
watercolors	1
harold's	10
potties	16
mo	13
multicolored	7
voila	11
sheriff's	2
officer's	1
twinkling	1
mini	9
munching	11
letting	14
fox's	14
pumping	7
traps	9
jumbo	1
trolley	6
subway	7
underground	7
bumping	16
cable	2
worker's	2
shrinking	3
deflating	2
leslie	8
reh	3
girl's	17
closes	11
joshua	4
huffing	1
terence	14
ages	1
gordon's	6
googly	6
moonlight	9
pontoons	6
yahoo	4
shrunk	9
shortcut	5
ought	9
led	20
signal's	2
coupled	2
uncouple	1
tricked	2
guard	19
frightening	5
schmuck	1
railway	2
questions	18
backed	5
wont	1
zooms	1
shook	20
realized	28
attached	46
warmer	14
themselves	29
crackle	2
lobo	2
james's	2
demonstration	2
demonstrating	3
mischievous	16
protect	20
pokey	17
hokey	15
ay	10
mothers	13
darker	9
cares	3
ashore	5
bobo	2
wondering	28
yow	1
slower	2
sandy	13
picnics	7
picnic	51
psst	1
sledding	6
hated	2
pouting	1
pout	6
deserving	2
everyone's	23
farther	13
barrel	32
hoped	8
climbers	2
nibble	39
drawers	15
bookshelf	2
squashed	4
luckily	11
wits	2
smashes	3
grabbed	15
rubble	2
watercolor	1
cheerfully	1
collapsed	6
arm's	4
huff	5
slippery	41
oliver	4
alien	13
choosing	6
copies	7
navy	16
specially	4
june	25
policeman	17
spilling	15
pointed	27
thanked	8
wishing	5
fer	4
mites	1
kerchief	5
dangling	7
bust	11
mushy	25
fog	32
yoo	2
stomps	2
romps	2
stripy	11
hurrah	4
coupling	2
patch	23
dingo	4
helped	49
urgent	17
indeed	16
gustus	1
hatt	15
unloading	2
creaked	1
humph	3
holder	7
ponytail	6
planning	15
satisfied	2
split	5
lickety	2
speckled	2
hick	6
tapping	3
rappa	1
peeped	2
gotten	25
bertram	1
stepney	2
tumbling	5
hilly	1
hurried	12
toeing	3
saving	5
slowing	1
flush	20
clacked	1
hushing	2
waterfall	13
wing	16
wobble	4
portuguese	4
frown	3
squeezed	12
rounded	2
berry	33
flushed	1
mouths	11
sigh	8
bumper	9
released	2
wailed	4
thumping	8
willie	10
countryside	3
soared	1
slamming	3
tonight's	2
ranger	3
whistled	4
dances	8
hola	13
whirled	1
groaning	1
rouge	1
maine	67
bonjour	6
languages	2
engineers	4
unbend	1
countries	8
picket	1
poppleton	12
measured	2
months	57
grains	3
grabbing	5
lake	15
age	29
chalks	1
hasta	9
hoke	1
weekend	80
heaven	11
india	9
whistling	9
blocked	2
goodbyes	2
cuckoo	32
self	22
italy	4
zamboni	1
thomas'	5
wrapped	20
glide	5
blocking	3
tricks	9
icicles	19
scrambled	21
oma	2
shouted	52
barge	2
turtle's	8
aliens	11
icicle	7
copying	6
pointy	24
hangs	7
domes	1
seems	57
hatched	5
funnel	3
porthole	1
flood	9
miserable	6
grub	5
overflowing	2
klunk	10
alike	7
damage	3
eyeballs	2
kneading	2
trundled	1
anxiously	4
animals'	4
pontoon	1
village	16
journey	20
beneath	21
dangerously	1
surged	1
river's	1
wife	15
husband	16
noah	5
shooting	4
noah's	2
inspecting	1
wife's	1
spun	5
dam's	2
prop	4
turbo	8
warn	8
tent	34
shunted	3
collapsing	1
danger	15
risen	1
talkies	3
walkie	14
shoop	3
lurching	1
flavors	4
struck	5
halfway	6
peppermint	3
meets	6
containers	9
shudder	1
passed	22
helplessly	1
floated	5
zillion	1
somersault	11
beware	4
doomed	2
loops	3
giggling	6
doghouse	1
motors	1
sheets	20
hosted	1
villagers	11
mended	1
crowbar	1
covering	10
flavored	5
story's	2
vibrating	5
sheds	6
airplanes	8
hangars	2
pistachio	4
totally	37
complain	3
mh	4
ideas	16
hangar	1
sky's	1
loved	56
laughed	42
lullaby	10
express	8
afterwards	19
curved	22
stations	4
idling	1
cocoons	1
pedro	1
stretching	2
proper	4
droopy	3
speed	10
cabooses	2
caroline's	3
clogged	1
approached	11
impressed	23
blank	9
panoramic	2
angrily	4
peeing	9
turtleneck	5
rocked	26
feeble	1
weak	2
complete	7
stripe	7
several	16
zips	1
inspected	1
susie	5
knowing	8
necks	4
serves	8
boasting	1
returned	27
finest	5
official	2
neither	13
apply	2
jammed	4
searched	9
kingdom	22
throughout	7
reduced	1
thrones	1
sleepover	14
achieve	1
snore	12
door's	9
cheered	16
clapped	5
fried	9
invisible	5
mostly	23
legged	8
flashlight	14
tows	1
tune	9
kicks	3
clipped	12
peacefully	3
joy	13
rumbling	3
jig	1
truly	6
lab	8
marigold	5
cubbyhole	8
lunchtime	9
surprises	5
grownup	10
attaching	3
ki	7
tiki	4
stephanie	15
willy	18
derek	2
mudge	2
tush	8
sizzle	21
cracks	8
seeing	26
hydrant	15
roots	12
root	7
kisser	6
fuel	6
shares	3
llama	35
fussy	3
adventure	18
explore	15
runner	2
hardly	25
splashed	4
engineer's	1
think's	9
brownish	2
diesels	1
ka	4
cockatoo	3
twirly	5
powers	4
melt	11
flame	2
flicker	8
shucks	6
cyril	9
beavers	5
cocky	1
sisters	24
brothers	22
brilliant	2
prettier	2
eraser	19
pussy	1
hun	1
cherries	17
james'	1
pow	9
cupcake	30
kettle	16
spaceship	21
pets	13
craters	7
kirby's	1
poured	16
frame	11
flakes	10
dresses	30
knots	4
bored	14
terence's	1
sweater	40
pox	2
lox	1
gears	1
heads	33
switched	8
thomases	1
nicest	4
cheek	32
twists	2
rubbing	10
freezer	37
seashore	7
pickled	14
piper	9
blankets	10
downy	2
wag	20
wagging	6
nipped	1
suns	3
arthur	103
mysterious	9
differently	1
spelled	14
night's	2
spaceships	3
clocks	10
mighty	15
stared	14
knight	9
wobbles	1
lop	4
enormous	8
ticks	2
knox	7
molasses	7
j's	10
crumbled	2
raised	8
repairs	2
span	2
locust	3
revealed	3
owen	8
cormack	1
barbara	25
undressed	10
slap	7
alrighty	61
kipper	3
gal	10
dazzle	17
razzle	13
claw	8
tweaked	2
tweak	1
grownups	7
striking	1
t-bone	10
arnold	2
buried	8
nibbles	7
teacher	86
student	5
canister	2
overlooked	1
glued	10
lumberjack	2
sews	12
sues	6
container's	2
lumber	2
reaches	3
dove	16
snowballs	6
sawmill	7
theater	15
smoothly	2
nutritious	2
hudson	4
bodies	6
compass	2
dining	15
spokes	2
livingroom	4
slows	1
crow's	1
dumpy	1
roofs	7
binoculars	1
buggy	2
dune	4
surely	3
visited	20
warbler	5
crested	2
hearts	32
warble	1
crosses	1
pecka	4
supersonic	3
sirens	5
siren	14
women's	2
crater	5
lunar	3
spacesuits	2
circling	5
husky	4
launch	11
blastoff	5
mechanism	3
tangle	3
spit	31
disappears	2
spreading	6
darkness	7
pry	3
axes	1
pried	1
halves	2
cupcakes	10
suits	20
tvs	1
volcano	12
leaned	13
cabs	4
doom	1
poop	94
submarine	15
strength	3
blast	4
boosters	1
doggy's	10
shovels	5
asteroids	4
avoid	4
wiper	1
estrella	2
snaps	5
knobs	3
antennas	1
eva	8
ordinary	1
octopuses	2
pompoms	27
heft	1
periscope	1
waffles	41
hauling	4
falafel	6
ana	2
shrink	2
sinking	6
bridget's	1
buzzy	2
recorder	13
blustery	1
winds	4
plowed	1
scribbles	1
sounded	16
lantern	31
smeared	3
magical	12
raters	1
nearby	17
unroll	1
marker	27
joining	3
traced	3
joann	1
magically	3
ink	13
abra	2
howling	5
squiggle	1
maxi	1
fluff	9
entre	1
por	1
savannah	1
chases	10
spinners	1
wrapping	51
otherwise	28
crumpled	3
fingernail	2
tom	44
spike	2
bending	3
wheeler	2
unattach	1
pol	3
bashes	1
unicycle	2
bash	1
flam	1
flim	1
bikes	12
sorter	5
birdfeeder	4
pete	19
funky	4
gymboree	33
critters	5
drawbridge	6
unscrew	1
confusion	3
normal	4
mixup	1
that'd	21
washington	23
rhode	37
state	160
jigsaw	2
wronging	2
clapping	15
notepad	2
clang	4
cling	9
separate	12
clink	2
complicated	4
sunk	3
pete's	1
nifty	4
switching	4
overall	1
checkered	1
checkers	12
sweatpants	3
spaces	2
chooses	6
jiminy	1
waist	8
oyster	5
veggie	4
almonds	26
wrote	44
erasable	1
petals	5
andy	1
yoga	32
child	94
damp	10
surgery	2
brain	9
smack	1
anchor	6
jumpy	8
pic	2
snorer	1
masking	4
telescope	21
poked	7
magnifying	11
possum	2
rhyming	15
swallowed	25
tails	32
gulp	17
whisker	1
whiskey	1
hems	1
li	5
doc	5
flopped	2
doctors	17
dessert	13
leaping	5
bean's	1
solution	6
unhook	2
iron	13
guesses	1
huckle	56
terrance	1
murphy	35
murphy's	2
lowly	49
trampled	2
eaten	31
bacon	18
mystery	8
clears	2
vacuums	3
wastebasket	2
empties	1
sucking	5
blown	5
topple	1
unattached	1
gauges	1
hilda	113
bruno	11
cob	12
puppet	15
recess	2
kneeling	1
collapse	3
gilbert	1
midnight	17
ferry	14
arrive	11
grandma's	44
handler	3
luggage	1
snake's	5
baggage	2
boca	1
steady	7
shuts	1
crumbly	1
betcha	5
lifeguard	10
presto	1
magician	1
aerobics	1
plumber	17
diver	7
flipper	2
policewoman	2
policewomen	1
clue	5
flashlights	3
baboon	7
talkie	11
unbutton	1
thy	1
shore	15
hoses	12
flashing	18
squeezing	17
invention	6
back's	2
repel	1
amanda's	18
catalog	9
might've	13
unpack	3
ollie	2
separated	3
resting	24
dew	15
basking	4
triangular	3
cubes	16
skirt	20
mama's	48
moonie	5
daffy	23
faithful	16
pinwheels	1
baskets	16
flapping	6
daisy's	36
panther	17
dollhouse	17
phoebe	168
treetop	1
cube	69
carly	5
elmer	23
whew	17
reeds	3
bluebird	6
raincoat	11
hoof	5
dinner's	4
cookbooks	3
tightly	7
wedged	1
cookbook	15
ohs	2
popular	5
dai	2
gaspard	26
operate	1
parents	59
swallow	52
lala	13
leh	3
stares	2
frenzy	1
driven	2
duck's	7
eyebrow	11
steve	66
woman's	3
sensitive	3
glorious	3
fantastic	23
kush	11
sam's	8
rivet	5
tummies	11
creepers	6
sweaters	14
sleepers	5
prunes	10
relations	6
cradles	5
seats	16
strollers	5
slings	4
rattles	9
patty	31
seriously	7
tendency	4
although	53
conversations	3
generally	6
groups	9
pah	1
offering	7
credit	12
jessica's	12
arc	1
literally	16
yah	11
floppy	221
japanese	10
ot	14
homer	10
sophie	32
carriage	4
homer's	2
pullin	2
ottoman	2
seat's	1
sophie's	10
camel	50
photo	8
pronunciation	2
gabby	59
whoopee	1
tallulah	31
heartbeat	4
listens	12
maize	2
fever	16
temperature	25
shown	6
bandage	6
wraps	3
appendage	1
goodnight	4
fuzz	55
waldo	7
pup	22
buffalo	11
julius	26
patchwork	3
crocodiles	3
stripiest	3
bounciest	3
smallest	22
loudest	3
lullabies	4
secrets	3
wisest	6
whitest	2
comments	2
insulting	3
pinched	2
spottiest	2
admired	2
mug	12
nancy	43
chat	4
hah	48
glory	2
jill	84
joyce	15
carrie	7
velvety	4
rubbery	5
melts	7
twirling	8
swirling	6
jane	40
jen	9
rooftops	9
nana	18
sec	39
central	19
shivered	3
stirred	4
riverbank	2
rustled	1
hallways	1
artistic	6
tack	6
slinger	34
globe	8
lurched	2
judy	61
paul	12
served	3
hairdresser	3
surgeon	3
dancer	10
cory	3
roz	1
judy's	3
vacation	65
venice	2
till	22
museums	8
plums	16
kayak	2
canals	8
paddled	5
explored	2
rah	9
swiss	6
tomatos	1
playful	11
mixes	2
felix	26
licks	10
charlie	36
felix's	14
chamomile	2
sugared	2
perkier	4
boost	2
bundled	4
mamma	14
beam	6
listened	18
spoonfuls	2
smelled	7
canoe	6
fetch	8
rattle	50
judgement	1
lemonade	15
bookcase	14
squeezes	3
bark	11
adds	4
stirs	4
lulu	61
hoh	1
berserk	10
ben's	6
worn	14
eye's	1
mango	4
retriever	1
spaniel	1
cocker	1
colander	5
ourselves	14
herb	8
owner	16
dipped	8
yip	1
customer	8
sauces	1
nuts	75
george's	3
darting	4
flashy	4
junkie	6
crowd	12
rushed	10
sundae	2
affection	1
term	5
thirty's	2
koo	1
driver's	1
reticent	2
kate	38
granola	31
sister's	14
desert	24
sanitize	1
mull	1
shot	30
torn	11
din	2
ye	5
psychotic	1
translating	1
flamingo	19
focus	5
spends	4
marco	1
whirring	1
nye	1
fan's	1
hippopotamus	22
simpsons	6
moisturizer	7
whatnot	3
annoying	9
mandrill	5
narwhal	4
moisturize	1
orangutan	11
quetzal	4
manuel	1
undecided	1
moisturizing	2
unicorn	30
vulture	11
wallaby	6
cartridge	5
dede	27
suck	4
energy	20
naming	2
raffi	25
appreciates	1
moisturized	1
shi	2
futile	1
roberto	3
club	29
aware	6
sneaking	4
clearly	18
emma	27
hyper	14
apparently	24
armadillo	42
exciting	76
jellies	8
sugar's	3
fixer	3
mau	1
bottoms	18
buckled	5
vocabulary	6
dazzling	2
lessee	1
destination	3
traveler	1
addict	1
compulsive	1
obsessive	1
obsessed	10
carts	3
supermarket	64
mah	11
flo	1
nephew	13
niece	11
irregularity	1
natural	26
ankles	9
kate's	5
congratulations	3
named	105
hamburger	15
tart	24
scaring	6
teddy's	4
guest	13
hates	3
edwin	5
perry	4
lawnmower	6
sack	11
combs	6
mouthful	9
cone's	1
necessarily	12
tilt	1
babysitter	9
tilting	1
darn	10
bask	5
olivia's	30
north	27
headed	16
distressed	2
rush	7
ballerina	27
skipping	8
charley	5
drivers	7
hornbill	2
komodo	1
newt	14
album	9
photographs	13
raccoon	49
minh	1
urchin	20
vicuna	2
ox	4
whirl	4
tailed	4
opinion	5
beyond	17
possible	25
naps	5
name's	14
barrette	33
smelling	9
neighbor	12
retrievers	4
stencil	2
en	1
swishing	3
positive	5
mane	10
wisdom	1
study	27
details	2
discuss	3
amused	2
nightmares	1
horrible	8
gosling	1
taped	20
larger	11
pythons	1
gorillas	13
mightier	1
greater	2
dina	1
pads	14
abcs	19
frog's	4
donkey	54
await	1
scales	5
else's	13
fury	6
rivers	6
dragonflies	6
wrist	5
earthworms	1
irises	1
bison	3
iris	1
hummingbird	3
lalla	1
katydids	1
amigos	1
adios	6
revoir	3
au	3
moths	3
history	19
mantis	4
cockpit	2
exhibits	4
appears	4
skeleton	12
extinct	11
exhibit	7
crept	8
classmate	1
classmates	10
pillows	19
ty	1
croissant	5
croissants	1
obvious	4
guard's	2
termites	1
bock	49
buck	61
hu	16
hides	4
pickles	15
expressions	1
facial	1
julie's	3
funk	1
fries	14
necktie	3
pur	1
pluck	1
toddle	1
drags	1
who'd	11
ireland	14
poundage	1
birth	7
baboons	4
east	17
stunning	1
snuffles	7
raffi's	6
active	1
crinkly	3
igloo	10
narwhals	1
santa's	11
stuffy	22
prudence	18
nonetheless	1
poops	7
acorn's	1
stretchy	7
reaching	9
rack	17
acorns	10
absconded	1
kid's	10
lynx	11
chicken's	7
grandmother	24
microwaved	2
flowerpot	1
whoopie	9
tasks	1
impossible	6
tape's	2
richard	22
pooped	14
peed	10
chains	1
wasp	13
lethargy	1
total	5
mule	8
shoo	14
explain	21
audience	8
lola	23
jane's	2
wrists	3
repeat	4
jerky	2
tuna	27
ellen	11
tomorrow's	5
spitting	26
robin	32
lamb's	7
chasing	22
unbuckle	1
candidate	1
swedish	1
everytime	9
calculator	10
whine	25
tri	5
pucker	1
kah	6
dc	1
tom's	4
bribing	1
susceptible	1
accent	6
sophisticated	4
they've	21
growling	9
reference	5
specific	3
communicate	1
specifically	5
kaup	1
elizabeth	14
song's	5
situated	1
eskimo	3
toenails	4
toenail	1
meadow	16
frustrates	2
issue	5
address	11
arrested	2
harp	13
che	2
flee	5
greedy	2
maid	7
career	1
huey	5
uncounted	1
issues	6
esteem	1
reasonable	4
hoppy	1
patches	2
blaster	2
charles's	6
whispered	21
balinski	2
charles	31
plurals	1
embarrassed	3
spank	3
circle's	2
joined	9
lefleur	3
madame	4
gracious	38
shift	10
chews	6
dimensional	1
bagels	5
determined	3
brows	1
volume	8
cash	13
enervated	1
services	2
social	4
scarlet	4
hamster	1
lightning	12
defensive	2
tarantula	3
autumn	9
trembled	3
sully	2
tutu	16
custard	2
cowardly	2
mention	7
married	13
behaving	3
saucer	10
makeshift	1
haw	22
murmured	5
sitter	3
skedaddled	2
ally	8
pottery	2
punishment	1
glutton	1
chimpanzee	5
flickering	1
claws	24
buffet	1
cocoa	12
visa	4
goods	3
tamed	2
marge	8
rumpus	2
service	8
hero	15
gem	3
pshew	2
doll's	8
hydrants	2
crows	3
hadn't	21
terrific	52
glare	1
baba	21
boik	1
frances	5
waved	11
skunks	6
gloria	9
lisa's	7
flaps	17
polly	82
gerbils	3
shoving	1
giver	1
rooting	1
steelers	17
normally	8
team's	1
torrance	6
hatches	9
horton	69
heavily	1
leaning	12
makin	4
sculpture	23
mall's	2
stomp	27
nordstrom's	3
providence	22
nosed	7
rudolph	9
buys	13
bobby	3
officers	11
jennifer	8
promenade	4
motorcycles	8
jackie	4
swims	8
prance	5
skitter	2
partner	6
whale's	3
scramble	4
ruby's	15
shamu	22
nay	7
amazon	2
checkups	1
healthy	28
shots	3
schmutz	17
charts	2
bound	5
spiral	1
muffs	1
frustration	2
causing	2
sparkly	5
recipes	5
nachos	1
camp	25
basically	17
cantaloupe	11
leader	5
lana	5
settled	7
doughnut	17
pork	3
raw	6
levels	1
rays	18
hallway	10
rowed	1
discussing	3
violence	1
witness	2
ketchup	18
destroy	3
hike	13
molly	11
kazan	1
enchanted	9
skyscrapers	3
marshmallows	11
toasted	2
pureed	1
helicopters	2
pilots	4
vegetarian	1
blimp	4
based	4
albeit	1
chimes	3
helicopter's	1
michael's	6
lang	6
thayer	8
burritos	3
helpers	3
restaurants	5
chefs	4
singer	8
opera	2
lagasse	1
disturbing	2
issa	4
photos	2
parked	5
micro	1
rocker	6
breather	3
melons	1
brother's	9
ramp	9
rafi	7
whiner	1
chores	15
alec	39
ronnie	28
lord	8
carriers	4
homes	11
people's	9
packages	5
sends	2
molly's	3
spine	7
valentine	12
mechanics	5
ching	7
skull	13
hubby	1
gordy	2
buddha	9
posed	1
formation	7
buddha's	3
smith	2
fabian	11
hondo	11
stimulant	1
illustrations	2
child's	4
sill	4
playmate	2
weird	32
busiest	1
stylish	3
students	14
insist	3
armoire	4
technically	2
dodged	2
torment	1
ahem	4
armchairs	1
wishes	4
tucking	5
streets	11
swiping	11
sucker	1
stance	1
minnie	55
mayor	5
sargent	2
euros	2
discovered	8
hugged	8
owners	4
quacking	4
writer	5
dashed	6
pediatrician	6
stingray	11
lemur	1
peeked	4
frost	10
rubbed	7
harmonica	7
afterward	9
musicians	2
snorted	3
sputtered	6
laws	2
replaces	1
ellen's	1
held	37
robe	6
complex	2
electronic	2
simon	2
dentist	50
dennis	2
law	14
nanny	6
lawyer	2
lit	16
veggies	4
loaf	13
pant	2
fore	2
rooney	2
wriggled	4
virus	4
milkshake	2
wombat	7
fake	9
workman	2
plank	1
hoping	17
younger	7
snowed	7
horrified	1
intonation	2
terms	8
consonants	1
inflection	2
doughnuts	7
shakes	5
barnyard	5
skills	3
bizarre	10
peculiar	6
sentence	26
verbs	1
adding	3
conjunction	1
apostrophe	1
cassie	23
onion	14
youthful	1
cranberry	15
shedding	2
piercing	1
slush	1
dave	4
matt's	7
llamas	9
dotty	3
freddie	1
frilly	2
swan	10
explained	11
politely	4
grazes	3
blossoms	8
weedy	2
rats	19
infections	1
clyde	4
leafy	5
whiskers	13
agreement	4
tattooed	1
rhino	21
rhonda	4
responded	2
lynne	2
peaking	2
tightrope	5
lloyd	1
stilts	1
lashes	2
patchy	2
juggled	1
feathery	6
herd	7
mamas	4
bugaboo	3
grandpas	16
grandmas	16
separates	1
virginia	28
trained	10
madam	2
finale	1
shaken	1
kitchen's	1
wiped	8
stumble	1
rubbish	4
fowl	3
famous	2
shocker	2
francis	15
farm's	2
pleasant	8
recollection	3
frederick	57
gracefully	5
embarrassing	2
transport	2
camel's	1
jones	1
norah	1
wandering	2
albert	4
distinctive	1
panes	2
vest	25
quart	1
loving	4
effect	3
decorative	2
wander	3
caller	1
heap	2
poles	2
fences	6
blades	5
swimmers	2
abstract	5
nephew's	2
oozy	1
outing	2
merry	27
swimmer	2
shampoo	10
hiking	10
cursing	1
paintings	10
squared	1
statues	6
pregnant	6
peet	1
snoopy	5
killed	5
mum	17
died	4
element	1
heating	6
tribal	1
busts	8
trout	2
become	26
dorian	1
passey	2
stain	5
weave	1
fisherman	3
blazing	3
various	5
constantly	3
scallop	10
pincher	1
action	6
diane	5
crocus	3
debbie's	5
gardener	1
doctor's	20
pinches	3
entrance	3
yankee	4
membership	1
golem	6
cinderella	114
tale	9
folk	6
soldier	4
cluck	15
condensed	2
exit	2
destructive	2
hammers	2
plans	11
handbag	1
steals	1
fredrick	36
rhinestones	2
belle	86
formally	1
magicians	1
weddings	2
thread	7
recommendation	1
outfit	11
designer	1
moons	14
season's	1
crispy	1
prices	2
original	14
posey	2
radishes	1
teaching	9
roommates	1
kit	6
earl	2
jimmy	13
transcribe	5
coats	6
jerk	3
argument	4
grazed	3
weep	1
nappies	3
greenery	2
scarves	5
rainstorm	1
individually	1
hanukkah	9
shelter	1
fact	60
packaging	1
abandoned	4
fixes	2
gather	14
wheat	187
hammer's	1
starbucks	17
thrum	4
bristol	3
powwow	1
american	17
native	1
flowered	1
enthusiasm	2
seagle	1
rap	14
otter	19
softly	13
wiggler	1
barry	1
pelting	1
redone	1
technique	2
rewind	4
buckets	8
abc	4
fear	4
sometime	22
biased	1
dirt's	1
eater	13
reproachfully	3
kwanza	7
impress	1
gathering	5
beneficial	1
teams	1
olives	41
collision	2
african	5
traditional	3
spinner	2
sausages	7
cabbage	12
cauliflower	16
concussion	2
fond	3
daughter	27
daycare	1
recorded	19
cheaper	1
sears	4
considering	3
maddox	1
jupiter	45
flexibility	1
recent	3
saturn	23
athletic	2
meaning	8
kerry	1
soybean	1
varieties	2
lilliputian	14
hint	11
including	12
soybeans	3
traversing	1
poly	2
urwin	1
actuality	1
theory	2
phew	9
smoked	25
online	3
internet	4
rented	2
email	19
erwin	1
greenland	1
suffocating	1
babe	29
rare	9
incredibly	1
goody	2
obsession	1
et	1
chick's	5
habits	1
manhattan	3
mount	6
unlike	3
pooper	1
ave	1
pitiful	1
differences	1
subtle	1
glow	7
periwinkles	3
fixated	2
poppies	12
disneyland	3
minds	6
moby	24
jewish	2
inbred	1
modest	2
robinson	1
throat	36
cleared	8
tying	3
poem	4
includes	3
scatters	2
spoils	2
charlie's	4
jewelry	11
lament	1
dims	2
grandparents	4
nun	8
tad	12
squirters	11
hes	1
walnuts	23
hebrew	2
seasons	7
perform	4
freak	2
cushion	6
applauded	4
poet	3
blushed	5
feasible	2
regressing	1
crumble	4
submerged	1
parachute	10
cadbury	1
ms	6
smarties	5
aisles	1
polly's	3
paddington	111
makeup	8
quirky	1
strongly	2
offer	12
fortunately	1
written	10
feta	17
cranston	2
international	1
lollipops	8
diet	2
fairly	5
opposed	8
lollies	4
stair	2
sarcastic	1
visa's	1
lollis	2
wise	12
created	7
entered	5
nontoxic	1
seekonk	4
flops	11
carbohydrates	1
marsh	17
scottish	4
property	2
proportion	1
bargain	1
replying	2
marmalade	10
stowed	3
peru	2
darkest	4
olga	1
label	5
december	19
birthdays	3
creamy	3
cafeteria	34
washcloth	8
steaming	4
uhl	1
doreen	5
salted	2
announced	5
dreadful	1
mushiest	1
reply	2
horror	4
starch	2
slicer	1
beater	1
hatching	10
kinks	4
common	13
jonathan	17
emu	7
posing	4
figuring	8
indoors	5
episode	3
bobble	1
arthur's	27
brendan	2
looser	2
fez	4
morocco	1
steamy	2
africa	6
continent	1
grossly	1
beady	3
vanessa	15
disturb	3
bail	2
gusto	6
gluey	1
goofy	2
homework	15
raced	10
catchy	4
drowned	1
skis	3
mile	3
armchair	2
settling	2
tromp	1
iota	1
jug	6
sniff	6
toothbrushes	3
jiffy	1
guarding	1
springsteen	3
bruce	7
disguised	6
kazoo	3
leashes	1
reader	4
tarts	5
livid	1
mackerel	9
benny	11
mam	5
immense	3
tut	6
reminds	10
napoleon	1
pooch	1
drug	3
effort	8
begged	5
crosswalk	6
types	12
quill	2
quit	2
possibly	15
society	2
georgia	28
president	15
rothchild	1
roberta	1
weigh	7
alabama	13
ton	7
japan	3
suede	1
mississippi	30
twinkie	4
doorman	11
norman	35
insane	2
nos	1
louisiana	13
oklahoma	11
thundered	3
behaved	1
extremely	7
grumbled	12
enjoying	10
nevada	8
veal	1
oregon	12
sleet	3
towners	1
luna	6
insulted	1
idaho	15
anew	2
troubles	6
glee	7
doodles	1
cheesy	30
utah	10
absurd	3
teased	3
taunted	3
wyoming	19
tended	3
typing	3
hunters	12
contest	11
yoyos	6
connecticut	8
men's	3
surprising	2
aiming	4
rifles	3
tippy	19
zug	1
remembering	9
ridding	1
hampshire	35
vermont	23
guns	4
ropes	4
dug	3
practically	18
majestic	1
mar	3
england	10
robin's	5
gardens	12
windsor	3
greeted	3
exclaimed	11
mailman	2
outdoor	8
biddy	1
itty	6
colorado	13
treasures	12
montana	7
kansas	9
drugged	1
nebraska	4
california	31
dakota	11
south	36
laying	2
carolina	20
sprung	1
cafe	6
evenings	2
tossing	3
tennessee	6
productive	3
similar	14
steven	20
kenny	4
arkansas	6
detail	3
missouri	9
iowa	13
port	3
bobbing	2
respect	2
handled	1
greek	2
features	2
pride	47
storage	1
corners	7
rested	2
borders	5
minnesota	8
ohio	10
peered	12
indiana	11
illinois	3
perch	4
norman's	2
hesitated	2
scarcely	3
wisconsin	17
visitors	5
doable	2
manager	19
managed	4
knights	5
armored	1
allowed	24
studio	6
workable	1
visor	3
dawdling	2
hobby	3
pleasing	1
create	2
distract	3
bitter	23
kentucky	15
donna	1
chubbiest	1
caves	13
noisiest	2
tunnels	5
shelves	6
wedding	26
burst	10
instant	3
continued	2
niece's	1
reservation	1
nodded	10
artists	2
pleased	5
title	7
amazement	3
inspiration	2
suggested	13
pasted	1
ripping	1
printed	2
stripping	3
interest	5
fitting	5
footballs	6
canada	28
sculptors	1
eagerly	5
handing	4
worth	7
chef's	2
michigan	9
nickel	4
treats	23
stuff's	2
ariel	184
safer	2
craft	9
contestants	1
removing	2
echoed	2
particularly	3
forgotten	9
jus	2
thousandth	3
buses	4
trolleys	1
mourning	6
laden	2
staggered	2
markets	1
chestnut	14
candied	6
ballerinas	4
chestnuts	4
gallery	5
meanwhile	17
judging	1
judges	3
examined	7
id	5
deserved	1
floats	6
huddled	2
gradually	2
creation	2
director	3
amok	1
blend	5
snatcher	1
forced	4
jif	1
investigate	4
nearly	4
strangest	1
whoever	6
tending	1
sweeter	2
removed	4
gloomily	1
fled	5
transcribing	2
whiff	1
snatch	3
purposes	2
rascal	5
mambo	1
refuel	2
carbs	3
seagulls	14
tootsies	2
footsie	2
jail	2
waterman	1
riddles	1
cheering	3
bamboozled	1
platform	8
dental	9
bitty	7
