id,filename,voice,frequency,word,phones,length,correct
3,ɑ_dʒ_ə_t_eɪ_t_ə_l-en-US-Wavenet-C,en-US-Wavenet-C,,,ɑ dʒ ə t eɪ t ə l,8,0
3,æ_dʒ_ə_t_eɪ_ʃ_ə_n-en-US-Wavenet-F,en-US-Wavenet-F,9028,agitation,æ dʒ ə t eɪ ʃ ə n,8,1
3,ɑ_dʒ_ə_t_eɪ_t_ə_l-en-US-Wavenet-F,en-US-Wavenet-F,,,ɑ dʒ ə t eɪ t ə l,8,0
4,ɛ_k_s_t_ɹ_æ_k_t-en-US-Wavenet-A,en-US-Wavenet-A,4325,extract,ɛ k s t ɹ æ k t,8,1
4,ɛ_k_s_k_ɹ_æ_k_t-en-US-Wavenet-A,en-US-Wavenet-A,,,ɛ k s k ɹ æ k t,8,0
4,ɛ_k_s_t_ɹ_æ_k_t-en-US-Wavenet-B,en-US-Wavenet-B,4325,extract,ɛ k s t ɹ æ k t,8,1
4,ɛ_k_s_k_ɹ_æ_k_t-en-US-Wavenet-B,en-US-Wavenet-B,,,ɛ k s k ɹ æ k t,8,0
4,ɛ_k_s_t_ɹ_æ_k_t-en-US-Wavenet-C,en-US-Wavenet-C,4325,extract,ɛ k s t ɹ æ k t,8,1
4,ɛ_k_s_k_ɹ_æ_k_t-en-US-Wavenet-C,en-US-Wavenet-C,,,ɛ k s k ɹ æ k t,8,0
4,ɛ_k_s_t_ɹ_æ_k_t-en-US-Wavenet-F,en-US-Wavenet-F,4325,extract,ɛ k s t ɹ æ k t,8,1
4,ɛ_k_s_k_ɹ_æ_k_t-en-US-Wavenet-F,en-US-Wavenet-F,,,ɛ k s k ɹ æ k t,8,0
5,eɪ_ʒ_ə-en-US-Wavenet-A,en-US-Wavenet-A,7076,asia,eɪ ʒ ə,3,1
5,eɪ_θ_ə-en-US-Wavenet-A,en-US-Wavenet-A,,,eɪ θ ə,3,0
5,eɪ_ʒ_ə-en-US-Wavenet-B,en-US-Wavenet-B,7076,asia,eɪ ʒ ə,3,1
5,eɪ_θ_ə-en-US-Wavenet-B,en-US-Wavenet-B,,,eɪ θ ə,3,0
5,eɪ_ʒ_ə-en-US-Wavenet-C,en-US-Wavenet-C,7076,asia,eɪ ʒ ə,3,1
5,eɪ_θ_ə-en-US-Wavenet-C,en-US-Wavenet-C,,,eɪ θ ə,3,0
5,eɪ_ʒ_ə-en-US-Wavenet-F,en-US-Wavenet-F,7076,asia,eɪ ʒ ə,3,1
5,eɪ_θ_ə-en-US-Wavenet-F,en-US-Wavenet-F,,,eɪ θ ə,3,0
6,k_ə_n_s_ɛ_n_t_ɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,7590,consented,k ə n s ɛ n t ɪ d,9,1
6,m_ə_ɹ_p_ɛ_n_t_ɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,,,m ə ɹ p ɛ n t ɪ d,9,0
6,k_ə_n_s_ɛ_n_t_ɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,7590,consented,k ə n s ɛ n t ɪ d,9,1
6,m_ə_ɹ_p_ɛ_n_t_ɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,,,m ə ɹ p ɛ n t ɪ d,9,0
6,k_ə_n_s_ɛ_n_t_ɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,7590,consented,k ə n s ɛ n t ɪ d,9,1
6,m_ə_ɹ_p_ɛ_n_t_ɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,,,m ə ɹ p ɛ n t ɪ d,9,0
6,k_ə_n_s_ɛ_n_t_ɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,7590,consented,k ə n s ɛ n t ɪ d,9,1
6,m_ə_ɹ_p_ɛ_n_t_ɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,,,m ə ɹ p ɛ n t ɪ d,9,0
7,h_æ_f_aʊ_ə_ɹ-en-US-Wavenet-A,en-US-Wavenet-A,2747,half-hour,h æ f aʊ ə ɹ,6,1
7,l_æ_b_aʊ_ə_ɹ-en-US-Wavenet-A,en-US-Wavenet-A,,,l æ b aʊ ə ɹ,6,0
7,h_æ_f_aʊ_ə_ɹ-en-US-Wavenet-B,en-US-Wavenet-B,2747,half-hour,h æ f aʊ ə ɹ,6,1
7,l_æ_b_aʊ_ə_ɹ-en-US-Wavenet-B,en-US-Wavenet-B,,,l æ b aʊ ə ɹ,6,0
7,h_æ_f_aʊ_ə_ɹ-en-US-Wavenet-C,en-US-Wavenet-C,2747,half-hour,h æ f aʊ ə ɹ,6,1
7,l_æ_b_aʊ_ə_ɹ-en-US-Wavenet-C,en-US-Wavenet-C,,,l æ b aʊ ə ɹ,6,0
7,h_æ_f_aʊ_ə_ɹ-en-US-Wavenet-F,en-US-Wavenet-F,2747,half-hour,h æ f aʊ ə ɹ,6,1
7,l_æ_b_aʊ_ə_ɹ-en-US-Wavenet-F,en-US-Wavenet-F,,,l æ b aʊ ə ɹ,6,0
8,s_ə_ɹ_ɛ_n_ə_t_iː-en-US-Wavenet-A,en-US-Wavenet-A,2334,serenity,s ə ɹ ɛ n ə t iː,8,1
8,s_ɛ_n_ɑ_n_ə_t_iː-en-US-Wavenet-A,en-US-Wavenet-A,,,s ɛ n ɑ n ə t iː,8,0
8,s_ə_ɹ_ɛ_n_ə_t_iː-en-US-Wavenet-B,en-US-Wavenet-B,2334,serenity,s ə ɹ ɛ n ə t iː,8,1
8,s_ɛ_n_ɑ_n_ə_t_iː-en-US-Wavenet-B,en-US-Wavenet-B,,,s ɛ n ɑ n ə t iː,8,0
8,s_ə_ɹ_ɛ_n_ə_t_iː-en-US-Wavenet-C,en-US-Wavenet-C,2334,serenity,s ə ɹ ɛ n ə t iː,8,1
8,s_ɛ_n_ɑ_n_ə_t_iː-en-US-Wavenet-C,en-US-Wavenet-C,,,s ɛ n ɑ n ə t iː,8,0
8,s_ə_ɹ_ɛ_n_ə_t_iː-en-US-Wavenet-F,en-US-Wavenet-F,2334,serenity,s ə ɹ ɛ n ə t iː,8,1
8,s_ɛ_n_ɑ_n_ə_t_iː-en-US-Wavenet-F,en-US-Wavenet-F,,,s ɛ n ɑ n ə t iː,8,0
9,b_ɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,14165,bid,b ɪ d,3,1
9,b_ɛ_p-en-US-Wavenet-A,en-US-Wavenet-A,,,b ɛ p,3,0
9,b_ɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,14165,bid,b ɪ d,3,1
9,b_ɛ_p-en-US-Wavenet-B,en-US-Wavenet-B,,,b ɛ p,3,0
9,b_ɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,14165,bid,b ɪ d,3,1
9,b_ɛ_p-en-US-Wavenet-C,en-US-Wavenet-C,,,b ɛ p,3,0
9,b_ɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,14165,bid,b ɪ d,3,1
9,b_ɛ_p-en-US-Wavenet-F,en-US-Wavenet-F,,,b ɛ p,3,0
10,l_aɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,3015,lied,l aɪ d,3,1
10,m_aɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,,,m aɪ d,3,0
10,l_aɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,3015,lied,l aɪ d,3,1
10,m_aɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,,,m aɪ d,3,0
10,l_aɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,3015,lied,l aɪ d,3,1
10,m_aɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,,,m aɪ d,3,0
10,l_aɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,3015,lied,l aɪ d,3,1
10,m_aɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,,,m aɪ d,3,0
11,j_uː_n_ə_v_ɜː_s_ə_l_iː-en-US-Wavenet-A,en-US-Wavenet-A,4517,universally,j uː n ə v ɜː s ə l iː,10,1
11,ɡ_uː_n_ə_v_ɜː_v_ə_l_iː-en-US-Wavenet-A,en-US-Wavenet-A,,,ɡ uː n ə v ɜː v ə l iː,10,0
11,j_uː_n_ə_v_ɜː_s_ə_l_iː-en-US-Wavenet-B,en-US-Wavenet-B,4517,universally,j uː n ə v ɜː s ə l iː,10,1
11,ɡ_uː_n_ə_v_ɜː_v_ə_l_iː-en-US-Wavenet-B,en-US-Wavenet-B,,,ɡ uː n ə v ɜː v ə l iː,10,0
11,j_uː_n_ə_v_ɜː_s_ə_l_iː-en-US-Wavenet-C,en-US-Wavenet-C,4517,universally,j uː n ə v ɜː s ə l iː,10,1
11,ɡ_uː_n_ə_v_ɜː_v_ə_l_iː-en-US-Wavenet-C,en-US-Wavenet-C,,,ɡ uː n ə v ɜː v ə l iː,10,0
11,j_uː_n_ə_v_ɜː_s_ə_l_iː-en-US-Wavenet-F,en-US-Wavenet-F,4517,universally,j uː n ə v ɜː s ə l iː,10,1
11,ɡ_uː_n_ə_v_ɜː_v_ə_l_iː-en-US-Wavenet-F,en-US-Wavenet-F,,,ɡ uː n ə v ɜː v ə l iː,10,0
12,w_ɪ_s_p_ə_ɹ_z-en-US-Wavenet-A,en-US-Wavenet-A,4033,whispers,w ɪ s p ə ɹ z,7,1
12,w_ɪ_f_ɹ_ə_ɹ_z-en-US-Wavenet-A,en-US-Wavenet-A,,,w ɪ f ɹ ə ɹ z,7,0
12,w_ɪ_s_p_ə_ɹ_z-en-US-Wavenet-B,en-US-Wavenet-B,4033,whispers,w ɪ s p ə ɹ z,7,1
12,w_ɪ_f_ɹ_ə_ɹ_z-en-US-Wavenet-B,en-US-Wavenet-B,,,w ɪ f ɹ ə ɹ z,7,0
12,w_ɪ_s_p_ə_ɹ_z-en-US-Wavenet-C,en-US-Wavenet-C,4033,whispers,w ɪ s p ə ɹ z,7,1
12,w_ɪ_f_ɹ_ə_ɹ_z-en-US-Wavenet-C,en-US-Wavenet-C,,,w ɪ f ɹ ə ɹ z,7,0
12,w_ɪ_s_p_ə_ɹ_z-en-US-Wavenet-F,en-US-Wavenet-F,4033,whispers,w ɪ s p ə ɹ z,7,1
12,w_ɪ_f_ɹ_ə_ɹ_z-en-US-Wavenet-F,en-US-Wavenet-F,,,w ɪ f ɹ ə ɹ z,7,0
13,w_eɪ_l_z-en-US-Wavenet-A,en-US-Wavenet-A,6429,wales,w eɪ l z,4,1
13,n_ɛ_l_tʃ-en-US-Wavenet-A,en-US-Wavenet-A,,,n ɛ l tʃ,4,0
13,w_eɪ_l_z-en-US-Wavenet-B,en-US-Wavenet-B,6429,wales,w eɪ l z,4,1
13,n_ɛ_l_tʃ-en-US-Wavenet-B,en-US-Wavenet-B,,,n ɛ l tʃ,4,0
13,w_eɪ_l_z-en-US-Wavenet-C,en-US-Wavenet-C,6429,wales,w eɪ l z,4,1
13,n_ɛ_l_tʃ-en-US-Wavenet-C,en-US-Wavenet-C,,,n ɛ l tʃ,4,0
13,w_eɪ_l_z-en-US-Wavenet-F,en-US-Wavenet-F,6429,wales,w eɪ l z,4,1
13,n_ɛ_l_tʃ-en-US-Wavenet-F,en-US-Wavenet-F,,,n ɛ l tʃ,4,0
14,f_ɔ_ɹ_m_j_ə_l_ə-en-US-Wavenet-A,en-US-Wavenet-A,2913,formula,f ɔ ɹ m j ə l ə,8,1
14,h_ɔ_b_t_j_ə_l_ə-en-US-Wavenet-A,en-US-Wavenet-A,,,h ɔ b t j ə l ə,8,0
14,f_ɔ_ɹ_m_j_ə_l_ə-en-US-Wavenet-B,en-US-Wavenet-B,2913,formula,f ɔ ɹ m j ə l ə,8,1
14,h_ɔ_b_t_j_ə_l_ə-en-US-Wavenet-B,en-US-Wavenet-B,,,h ɔ b t j ə l ə,8,0
14,f_ɔ_ɹ_m_j_ə_l_ə-en-US-Wavenet-C,en-US-Wavenet-C,2913,formula,f ɔ ɹ m j ə l ə,8,1
14,h_ɔ_b_t_j_ə_l_ə-en-US-Wavenet-C,en-US-Wavenet-C,,,h ɔ b t j ə l ə,8,0
14,f_ɔ_ɹ_m_j_ə_l_ə-en-US-Wavenet-F,en-US-Wavenet-F,2913,formula,f ɔ ɹ m j ə l ə,8,1
14,h_ɔ_b_t_j_ə_l_ə-en-US-Wavenet-F,en-US-Wavenet-F,,,h ɔ b t j ə l ə,8,0
15,ɹ_ɛ_l_m-en-US-Wavenet-A,en-US-Wavenet-A,7795,realm,ɹ ɛ l m,4,1
15,ɹ_ʌ_n_θ-en-US-Wavenet-A,en-US-Wavenet-A,,,ɹ ʌ n θ,4,0
15,ɹ_ɛ_l_m-en-US-Wavenet-B,en-US-Wavenet-B,7795,realm,ɹ ɛ l m,4,1
15,ɹ_ʌ_n_θ-en-US-Wavenet-B,en-US-Wavenet-B,,,ɹ ʌ n θ,4,0
15,ɹ_ɛ_l_m-en-US-Wavenet-C,en-US-Wavenet-C,7795,realm,ɹ ɛ l m,4,1
15,ɹ_ʌ_n_θ-en-US-Wavenet-C,en-US-Wavenet-C,,,ɹ ʌ n θ,4,0
15,ɹ_ɛ_l_m-en-US-Wavenet-F,en-US-Wavenet-F,7795,realm,ɹ ɛ l m,4,1
15,ɹ_ʌ_n_θ-en-US-Wavenet-F,en-US-Wavenet-F,,,ɹ ʌ n θ,4,0
16,ɹ_iː_s_p_ɛ_k_t_ə_b_ɪ_l_ɪ_t_iː-en-US-Wavenet-A,en-US-Wavenet-A,1849,respectability,ɹ iː s p ɛ k t ə b ɪ l ɪ t iː,14,1
16,ɹ_iː_s_p_ə_k_s_ə_b_ɪ_l_ɪ_t_iː-en-US-Wavenet-A,en-US-Wavenet-A,,,ɹ iː s p ə k s ə b ɪ l ɪ t iː,14,0
16,ɹ_iː_s_p_ɛ_k_t_ə_b_ɪ_l_ɪ_t_iː-en-US-Wavenet-B,en-US-Wavenet-B,1849,respectability,ɹ iː s p ɛ k t ə b ɪ l ɪ t iː,14,1
16,ɹ_iː_s_p_ə_k_s_ə_b_ɪ_l_ɪ_t_iː-en-US-Wavenet-B,en-US-Wavenet-B,,,ɹ iː s p ə k s ə b ɪ l ɪ t iː,14,0
16,ɹ_iː_s_p_ɛ_k_t_ə_b_ɪ_l_ɪ_t_iː-en-US-Wavenet-C,en-US-Wavenet-C,1849,respectability,ɹ iː s p ɛ k t ə b ɪ l ɪ t iː,14,1
16,ɹ_iː_s_p_ə_k_s_ə_b_ɪ_l_ɪ_t_iː-en-US-Wavenet-C,en-US-Wavenet-C,,,ɹ iː s p ə k s ə b ɪ l ɪ t iː,14,0
16,ɹ_iː_s_p_ɛ_k_t_ə_b_ɪ_l_ɪ_t_iː-en-US-Wavenet-F,en-US-Wavenet-F,1849,respectability,ɹ iː s p ɛ k t ə b ɪ l ɪ t iː,14,1
16,ɹ_iː_s_p_ə_k_s_ə_b_ɪ_l_ɪ_t_iː-en-US-Wavenet-F,en-US-Wavenet-F,,,ɹ iː s p ə k s ə b ɪ l ɪ t iː,14,0
17,æ_k_s-en-US-Wavenet-A,en-US-Wavenet-A,7271,axe,æ k s,3,1
17,ɛ_t_s-en-US-Wavenet-A,en-US-Wavenet-A,,,ɛ t s,3,0
17,æ_k_s-en-US-Wavenet-B,en-US-Wavenet-B,7271,axe,æ k s,3,1
17,ɛ_t_s-en-US-Wavenet-B,en-US-Wavenet-B,,,ɛ t s,3,0
17,æ_k_s-en-US-Wavenet-C,en-US-Wavenet-C,7271,axe,æ k s,3,1
17,ɛ_t_s-en-US-Wavenet-C,en-US-Wavenet-C,,,ɛ t s,3,0
17,æ_k_s-en-US-Wavenet-F,en-US-Wavenet-F,7271,axe,æ k s,3,1
17,ɛ_t_s-en-US-Wavenet-F,en-US-Wavenet-F,,,ɛ t s,3,0
18,ɹ_ɪ_t_aɪ_ɹ_ɪ_ŋ-en-US-Wavenet-A,en-US-Wavenet-A,3362,retiring,ɹ ɪ t aɪ ɹ ɪ ŋ,7,1
18,s_ɪ_n_uː_ɹ_ɪ_ŋ-en-US-Wavenet-A,en-US-Wavenet-A,,,s ɪ n uː ɹ ɪ ŋ,7,0
18,ɹ_ɪ_t_aɪ_ɹ_ɪ_ŋ-en-US-Wavenet-B,en-US-Wavenet-B,3362,retiring,ɹ ɪ t aɪ ɹ ɪ ŋ,7,1
18,s_ɪ_n_uː_ɹ_ɪ_ŋ-en-US-Wavenet-B,en-US-Wavenet-B,,,s ɪ n uː ɹ ɪ ŋ,7,0
18,ɹ_ɪ_t_aɪ_ɹ_ɪ_ŋ-en-US-Wavenet-C,en-US-Wavenet-C,3362,retiring,ɹ ɪ t aɪ ɹ ɪ ŋ,7,1
18,s_ɪ_n_uː_ɹ_ɪ_ŋ-en-US-Wavenet-C,en-US-Wavenet-C,,,s ɪ n uː ɹ ɪ ŋ,7,0
18,ɹ_ɪ_t_aɪ_ɹ_ɪ_ŋ-en-US-Wavenet-F,en-US-Wavenet-F,3362,retiring,ɹ ɪ t aɪ ɹ ɪ ŋ,7,1
18,s_ɪ_n_uː_ɹ_ɪ_ŋ-en-US-Wavenet-F,en-US-Wavenet-F,,,s ɪ n uː ɹ ɪ ŋ,7,0
19,m_æ_n_j_ə_f_æ_k_tʃ_ə_ɹ_d-en-US-Wavenet-A,en-US-Wavenet-A,2180,manufactured,m æ n j ə f æ k tʃ ə ɹ d,12,1
19,m_æ_b_l_ə_f_æ_k_tʃ_ə_ɹ_d-en-US-Wavenet-A,en-US-Wavenet-A,,,m æ b l ə f æ k tʃ ə ɹ d,12,0
19,m_æ_n_j_ə_f_æ_k_tʃ_ə_ɹ_d-en-US-Wavenet-B,en-US-Wavenet-B,2180,manufactured,m æ n j ə f æ k tʃ ə ɹ d,12,1
19,m_æ_b_l_ə_f_æ_k_tʃ_ə_ɹ_d-en-US-Wavenet-B,en-US-Wavenet-B,,,m æ b l ə f æ k tʃ ə ɹ d,12,0
19,m_æ_n_j_ə_f_æ_k_tʃ_ə_ɹ_d-en-US-Wavenet-C,en-US-Wavenet-C,2180,manufactured,m æ n j ə f æ k tʃ ə ɹ d,12,1
19,m_æ_b_l_ə_f_æ_k_tʃ_ə_ɹ_d-en-US-Wavenet-C,en-US-Wavenet-C,,,m æ b l ə f æ k tʃ ə ɹ d,12,0
19,m_æ_n_j_ə_f_æ_k_tʃ_ə_ɹ_d-en-US-Wavenet-F,en-US-Wavenet-F,2180,manufactured,m æ n j ə f æ k tʃ ə ɹ d,12,1
19,m_æ_b_l_ə_f_æ_k_tʃ_ə_ɹ_d-en-US-Wavenet-F,en-US-Wavenet-F,,,m æ b l ə f æ k tʃ ə ɹ d,12,0
20,θ_ɔ_ɹ_n-en-US-Wavenet-A,en-US-Wavenet-A,4439,thorn,θ ɔ ɹ n,4,1
20,z_ɔ_l_t-en-US-Wavenet-A,en-US-Wavenet-A,,,z ɔ l t,4,0
20,θ_ɔ_ɹ_n-en-US-Wavenet-B,en-US-Wavenet-B,4439,thorn,θ ɔ ɹ n,4,1
20,z_ɔ_l_t-en-US-Wavenet-B,en-US-Wavenet-B,,,z ɔ l t,4,0
20,θ_ɔ_ɹ_n-en-US-Wavenet-C,en-US-Wavenet-C,4439,thorn,θ ɔ ɹ n,4,1
20,z_ɔ_l_t-en-US-Wavenet-C,en-US-Wavenet-C,,,z ɔ l t,4,0
20,θ_ɔ_ɹ_n-en-US-Wavenet-F,en-US-Wavenet-F,4439,thorn,θ ɔ ɹ n,4,1
20,z_ɔ_l_t-en-US-Wavenet-F,en-US-Wavenet-F,,,z ɔ l t,4,0
21,ə_n_s_p_iː_k_ə_b_ə_l-en-US-Wavenet-A,en-US-Wavenet-A,2886,unspeakable,ə n s p iː k ə b ə l,10,1
21,ə_n_k_ɹ_iː_k_ə_b_ə_l-en-US-Wavenet-A,en-US-Wavenet-A,,,ə n k ɹ iː k ə b ə l,10,0
21,ə_n_s_p_iː_k_ə_b_ə_l-en-US-Wavenet-B,en-US-Wavenet-B,2886,unspeakable,ə n s p iː k ə b ə l,10,1
21,ə_n_k_ɹ_iː_k_ə_b_ə_l-en-US-Wavenet-B,en-US-Wavenet-B,,,ə n k ɹ iː k ə b ə l,10,0
21,ə_n_s_p_iː_k_ə_b_ə_l-en-US-Wavenet-C,en-US-Wavenet-C,2886,unspeakable,ə n s p iː k ə b ə l,10,1
21,ə_n_k_ɹ_iː_k_ə_b_ə_l-en-US-Wavenet-C,en-US-Wavenet-C,,,ə n k ɹ iː k ə b ə l,10,0
21,ə_n_s_p_iː_k_ə_b_ə_l-en-US-Wavenet-F,en-US-Wavenet-F,2886,unspeakable,ə n s p iː k ə b ə l,10,1
21,ə_n_k_ɹ_iː_k_ə_b_ə_l-en-US-Wavenet-F,en-US-Wavenet-F,,,ə n k ɹ iː k ə b ə l,10,0
22,ɛ_m_p_t_iː_n_ə_s-en-US-Wavenet-A,en-US-Wavenet-A,1867,emptiness,ɛ m p t iː n ə s,8,1
22,ɛ_l_f_s_iː_n_ə_s-en-US-Wavenet-A,en-US-Wavenet-A,,,ɛ l f s iː n ə s,8,0
22,ɛ_m_p_t_iː_n_ə_s-en-US-Wavenet-B,en-US-Wavenet-B,1867,emptiness,ɛ m p t iː n ə s,8,1
22,ɛ_l_f_s_iː_n_ə_s-en-US-Wavenet-B,en-US-Wavenet-B,,,ɛ l f s iː n ə s,8,0
22,ɛ_m_p_t_iː_n_ə_s-en-US-Wavenet-C,en-US-Wavenet-C,1867,emptiness,ɛ m p t iː n ə s,8,1
22,ɛ_l_f_s_iː_n_ə_s-en-US-Wavenet-C,en-US-Wavenet-C,,,ɛ l f s iː n ə s,8,0
22,ɛ_m_p_t_iː_n_ə_s-en-US-Wavenet-F,en-US-Wavenet-F,1867,emptiness,ɛ m p t iː n ə s,8,1
22,ɛ_l_f_s_iː_n_ə_s-en-US-Wavenet-F,en-US-Wavenet-F,,,ɛ l f s iː n ə s,8,0
23,p_j_ʊ_ɹ_ə_s_t-en-US-Wavenet-A,en-US-Wavenet-A,3031,purest,p j ʊ ɹ ə s t,7,1
23,k_j_ʊ_ɹ_ə_t_s-en-US-Wavenet-A,en-US-Wavenet-A,,,k j ʊ ɹ ə t s,7,0
23,p_j_ʊ_ɹ_ə_s_t-en-US-Wavenet-B,en-US-Wavenet-B,3031,purest,p j ʊ ɹ ə s t,7,1
23,k_j_ʊ_ɹ_ə_t_s-en-US-Wavenet-B,en-US-Wavenet-B,,,k j ʊ ɹ ə t s,7,0
23,p_j_ʊ_ɹ_ə_s_t-en-US-Wavenet-C,en-US-Wavenet-C,3031,purest,p j ʊ ɹ ə s t,7,1
23,k_j_ʊ_ɹ_ə_t_s-en-US-Wavenet-C,en-US-Wavenet-C,,,k j ʊ ɹ ə t s,7,0
23,p_j_ʊ_ɹ_ə_s_t-en-US-Wavenet-F,en-US-Wavenet-F,3031,purest,p j ʊ ɹ ə s t,7,1
23,k_j_ʊ_ɹ_ə_t_s-en-US-Wavenet-F,en-US-Wavenet-F,,,k j ʊ ɹ ə t s,7,0
24,p_ɹ_æ_k_t_ɪ_s-en-US-Wavenet-A,en-US-Wavenet-A,4021,practise,p ɹ æ k t ɪ s,7,1
24,p_ɹ_ɔ_l_t_ɪ_s-en-US-Wavenet-A,en-US-Wavenet-A,,,p ɹ ɔ l t ɪ s,7,0
24,p_ɹ_æ_k_t_ɪ_s-en-US-Wavenet-B,en-US-Wavenet-B,4021,practise,p ɹ æ k t ɪ s,7,1
24,p_ɹ_ɔ_l_t_ɪ_s-en-US-Wavenet-B,en-US-Wavenet-B,,,p ɹ ɔ l t ɪ s,7,0
24,p_ɹ_æ_k_t_ɪ_s-en-US-Wavenet-C,en-US-Wavenet-C,4021,practise,p ɹ æ k t ɪ s,7,1
24,p_ɹ_ɔ_l_t_ɪ_s-en-US-Wavenet-C,en-US-Wavenet-C,,,p ɹ ɔ l t ɪ s,7,0
24,p_ɹ_æ_k_t_ɪ_s-en-US-Wavenet-F,en-US-Wavenet-F,4021,practise,p ɹ æ k t ɪ s,7,1
24,p_ɹ_ɔ_l_t_ɪ_s-en-US-Wavenet-F,en-US-Wavenet-F,,,p ɹ ɔ l t ɪ s,7,0
25,d_ɪ_s_ə_p_ɔɪ_n_t_m_ə_n_t_s-en-US-Wavenet-A,en-US-Wavenet-A,1360,disappointments,d ɪ s ə p ɔɪ n t m ə n t s,13,1
25,d_ɪ_s_ə_b_ɔɪ_n_t_m_ə_n_t_s-en-US-Wavenet-A,en-US-Wavenet-A,,,d ɪ s ə b ɔɪ n t m ə n t s,13,0
25,d_ɪ_s_ə_p_ɔɪ_n_t_m_ə_n_t_s-en-US-Wavenet-B,en-US-Wavenet-B,1360,disappointments,d ɪ s ə p ɔɪ n t m ə n t s,13,1
25,d_ɪ_s_ə_b_ɔɪ_n_t_m_ə_n_t_s-en-US-Wavenet-B,en-US-Wavenet-B,,,d ɪ s ə b ɔɪ n t m ə n t s,13,0
