id,filename,voice,frequency,word,phones,length,correct
6,ɹ_ɪ_m_eɪ_n_z-en-US-Wavenet-A,en-US-Wavenet-A,25855,remains,ɹ ɪ m eɪ n z,6,1
6,ɹ_ɪ_s_aɪ_n_z-en-US-Wavenet-A,en-US-Wavenet-A,,,ɹ ɪ s aɪ n z,6,0
6,ɹ_ɪ_m_eɪ_n_z-en-US-Wavenet-B,en-US-Wavenet-B,25855,remains,ɹ ɪ m eɪ n z,6,1
6,ɹ_ɪ_s_aɪ_n_z-en-US-Wavenet-B,en-US-Wavenet-B,,,ɹ ɪ s aɪ n z,6,0
6,ɹ_ɪ_m_eɪ_n_z-en-US-Wavenet-C,en-US-Wavenet-C,25855,remains,ɹ ɪ m eɪ n z,6,1
6,ɹ_ɪ_s_aɪ_n_z-en-US-Wavenet-C,en-US-Wavenet-C,,,ɹ ɪ s aɪ n z,6,0
6,ɹ_ɪ_m_eɪ_n_z-en-US-Wavenet-F,en-US-Wavenet-F,25855,remains,ɹ ɪ m eɪ n z,6,1
6,ɹ_ɪ_s_aɪ_n_z-en-US-Wavenet-F,en-US-Wavenet-F,,,ɹ ɪ s aɪ n z,6,0
7,ɪ_t_ɜː_n_ə_l-en-US-Wavenet-A,en-US-Wavenet-A,23071,eternal,ɪ t ɜː n ə l,6,1
7,ɪ_s_ɜː_n_ə_l-en-US-Wavenet-A,en-US-Wavenet-A,,,ɪ s ɜː n ə l,6,0
7,ɪ_t_ɜː_n_ə_l-en-US-Wavenet-B,en-US-Wavenet-B,23071,eternal,ɪ t ɜː n ə l,6,1
7,ɪ_s_ɜː_n_ə_l-en-US-Wavenet-B,en-US-Wavenet-B,,,ɪ s ɜː n ə l,6,0
7,ɪ_t_ɜː_n_ə_l-en-US-Wavenet-C,en-US-Wavenet-C,23071,eternal,ɪ t ɜː n ə l,6,1
7,ɪ_s_ɜː_n_ə_l-en-US-Wavenet-C,en-US-Wavenet-C,,,ɪ s ɜː n ə l,6,0
7,ɪ_t_ɜː_n_ə_l-en-US-Wavenet-F,en-US-Wavenet-F,23071,eternal,ɪ t ɜː n ə l,6,1
7,ɪ_s_ɜː_n_ə_l-en-US-Wavenet-F,en-US-Wavenet-F,,,ɪ s ɜː n ə l,6,0
8,ɪ_n_t_ɛ_l_ə_dʒ_ə_n_s-en-US-Wavenet-A,en-US-Wavenet-A,20581,intelligence,ɪ n t ɛ l ə dʒ ə n s,10,1
8,ɪ_n_t_ɑ_l_ə_dʒ_ə_b_l-en-US-Wavenet-A,en-US-Wavenet-A,,,ɪ n t ɑ l ə dʒ ə b l,10,0
8,ɪ_n_t_ɛ_l_ə_dʒ_ə_n_s-en-US-Wavenet-B,en-US-Wavenet-B,20581,intelligence,ɪ n t ɛ l ə dʒ ə n s,10,1
8,ɪ_n_t_ɑ_l_ə_dʒ_ə_b_l-en-US-Wavenet-B,en-US-Wavenet-B,,,ɪ n t ɑ l ə dʒ ə b l,10,0
8,ɪ_n_t_ɛ_l_ə_dʒ_ə_n_s-en-US-Wavenet-C,en-US-Wavenet-C,20581,intelligence,ɪ n t ɛ l ə dʒ ə n s,10,1
8,ɪ_n_t_ɑ_l_ə_dʒ_ə_b_l-en-US-Wavenet-C,en-US-Wavenet-C,,,ɪ n t ɑ l ə dʒ ə b l,10,0
8,ɪ_n_t_ɛ_l_ə_dʒ_ə_n_s-en-US-Wavenet-F,en-US-Wavenet-F,20581,intelligence,ɪ n t ɛ l ə dʒ ə n s,10,1
8,ɪ_n_t_ɑ_l_ə_dʒ_ə_b_l-en-US-Wavenet-F,en-US-Wavenet-F,,,ɪ n t ɑ l ə dʒ ə b l,10,0
9,k_ʌ_m_f_ə_ɹ_t_ə_b_l_iː-en-US-Wavenet-A,en-US-Wavenet-A,6000,comfortably,k ʌ m f ə ɹ t ə b l iː,11,1
9,k_ʌ_k_b_ə_ɹ_t_ə_b_l_iː-en-US-Wavenet-A,en-US-Wavenet-A,,,k ʌ k b ə ɹ t ə b l iː,11,0
9,k_ʌ_m_f_ə_ɹ_t_ə_b_l_iː-en-US-Wavenet-B,en-US-Wavenet-B,6000,comfortably,k ʌ m f ə ɹ t ə b l iː,11,1
9,k_ʌ_k_b_ə_ɹ_t_ə_b_l_iː-en-US-Wavenet-B,en-US-Wavenet-B,,,k ʌ k b ə ɹ t ə b l iː,11,0
9,k_ʌ_m_f_ə_ɹ_t_ə_b_l_iː-en-US-Wavenet-C,en-US-Wavenet-C,6000,comfortably,k ʌ m f ə ɹ t ə b l iː,11,1
9,k_ʌ_k_b_ə_ɹ_t_ə_b_l_iː-en-US-Wavenet-C,en-US-Wavenet-C,,,k ʌ k b ə ɹ t ə b l iː,11,0
9,k_ʌ_m_f_ə_ɹ_t_ə_b_l_iː-en-US-Wavenet-F,en-US-Wavenet-F,6000,comfortably,k ʌ m f ə ɹ t ə b l iː,11,1
9,k_ʌ_k_b_ə_ɹ_t_ə_b_l_iː-en-US-Wavenet-F,en-US-Wavenet-F,,,k ʌ k b ə ɹ t ə b l iː,11,0
10,k_ə_n_t_ɪ_n_j_uː_ə_s-en-US-Wavenet-A,en-US-Wavenet-A,5946,continuous,k ə n t ɪ n j uː ə s,10,1
10,k_ɑ_n_t_ɪ_l_j_uː_ə_s-en-US-Wavenet-A,en-US-Wavenet-A,,,k ɑ n t ɪ l j uː ə s,10,0
10,k_ə_n_t_ɪ_n_j_uː_ə_s-en-US-Wavenet-B,en-US-Wavenet-B,5946,continuous,k ə n t ɪ n j uː ə s,10,1
10,k_ɑ_n_t_ɪ_l_j_uː_ə_s-en-US-Wavenet-B,en-US-Wavenet-B,,,k ɑ n t ɪ l j uː ə s,10,0
10,k_ə_n_t_ɪ_n_j_uː_ə_s-en-US-Wavenet-C,en-US-Wavenet-C,5946,continuous,k ə n t ɪ n j uː ə s,10,1
10,k_ɑ_n_t_ɪ_l_j_uː_ə_s-en-US-Wavenet-C,en-US-Wavenet-C,,,k ɑ n t ɪ l j uː ə s,10,0
10,k_ə_n_t_ɪ_n_j_uː_ə_s-en-US-Wavenet-F,en-US-Wavenet-F,5946,continuous,k ə n t ɪ n j uː ə s,10,1
10,k_ɑ_n_t_ɪ_l_j_uː_ə_s-en-US-Wavenet-F,en-US-Wavenet-F,,,k ɑ n t ɪ l j uː ə s,10,0
11,k_l_oʊ_k-en-US-Wavenet-A,en-US-Wavenet-A,13023,cloak,k l oʊ k,4,1
11,k_l_oʊ_d-en-US-Wavenet-A,en-US-Wavenet-A,,,k l oʊ d,4,0
11,k_l_oʊ_k-en-US-Wavenet-B,en-US-Wavenet-B,13023,cloak,k l oʊ k,4,1
11,k_l_oʊ_d-en-US-Wavenet-B,en-US-Wavenet-B,,,k l oʊ d,4,0
11,k_l_oʊ_k-en-US-Wavenet-C,en-US-Wavenet-C,13023,cloak,k l oʊ k,4,1
11,k_l_oʊ_d-en-US-Wavenet-C,en-US-Wavenet-C,,,k l oʊ d,4,0
11,k_l_oʊ_k-en-US-Wavenet-F,en-US-Wavenet-F,13023,cloak,k l oʊ k,4,1
11,k_l_oʊ_d-en-US-Wavenet-F,en-US-Wavenet-F,,,k l oʊ d,4,0
12,æ_f_t_ə_ɹ_w_ə_ɹ_d_z-en-US-Wavenet-A,en-US-Wavenet-A,52295,afterwards,æ f t ə ɹ w ə ɹ d z,10,1
12,æ_f_t_ə_ɹ_w_ə_l_d_z-en-US-Wavenet-A,en-US-Wavenet-A,,,æ f t ə ɹ w ə l d z,10,0
12,æ_f_t_ə_ɹ_w_ə_ɹ_d_z-en-US-Wavenet-B,en-US-Wavenet-B,52295,afterwards,æ f t ə ɹ w ə ɹ d z,10,1
12,æ_f_t_ə_ɹ_w_ə_l_d_z-en-US-Wavenet-B,en-US-Wavenet-B,,,æ f t ə ɹ w ə l d z,10,0
12,æ_f_t_ə_ɹ_w_ə_ɹ_d_z-en-US-Wavenet-C,en-US-Wavenet-C,52295,afterwards,æ f t ə ɹ w ə ɹ d z,10,1
12,æ_f_t_ə_ɹ_w_ə_l_d_z-en-US-Wavenet-C,en-US-Wavenet-C,,,æ f t ə ɹ w ə l d z,10,0
12,æ_f_t_ə_ɹ_w_ə_ɹ_d_z-en-US-Wavenet-F,en-US-Wavenet-F,52295,afterwards,æ f t ə ɹ w ə ɹ d z,10,1
12,æ_f_t_ə_ɹ_w_ə_l_d_z-en-US-Wavenet-F,en-US-Wavenet-F,,,æ f t ə ɹ w ə l d z,10,0
13,b_ɹ_ɪ_k-en-US-Wavenet-A,en-US-Wavenet-A,8302,brick,b ɹ ɪ k,4,1
13,s_l_ɛ_k-en-US-Wavenet-A,en-US-Wavenet-A,,,s l ɛ k,4,0
13,b_ɹ_ɪ_k-en-US-Wavenet-B,en-US-Wavenet-B,8302,brick,b ɹ ɪ k,4,1
13,s_l_ɛ_k-en-US-Wavenet-B,en-US-Wavenet-B,,,s l ɛ k,4,0
13,b_ɹ_ɪ_k-en-US-Wavenet-C,en-US-Wavenet-C,8302,brick,b ɹ ɪ k,4,1
13,s_l_ɛ_k-en-US-Wavenet-C,en-US-Wavenet-C,,,s l ɛ k,4,0
13,b_ɹ_ɪ_k-en-US-Wavenet-F,en-US-Wavenet-F,8302,brick,b ɹ ɪ k,4,1
13,s_l_ɛ_k-en-US-Wavenet-F,en-US-Wavenet-F,,,s l ɛ k,4,0
14,f_iː_tʃ_ə_ɹ-en-US-Wavenet-A,en-US-Wavenet-A,8159,feature,f iː tʃ ə ɹ,5,1
14,w_iː_dʒ_ə_ɹ-en-US-Wavenet-A,en-US-Wavenet-A,,,w iː dʒ ə ɹ,5,0
14,f_iː_tʃ_ə_ɹ-en-US-Wavenet-B,en-US-Wavenet-B,8159,feature,f iː tʃ ə ɹ,5,1
14,w_iː_dʒ_ə_ɹ-en-US-Wavenet-B,en-US-Wavenet-B,,,w iː dʒ ə ɹ,5,0
14,f_iː_tʃ_ə_ɹ-en-US-Wavenet-C,en-US-Wavenet-C,8159,feature,f iː tʃ ə ɹ,5,1
14,w_iː_dʒ_ə_ɹ-en-US-Wavenet-C,en-US-Wavenet-C,,,w iː dʒ ə ɹ,5,0
14,f_iː_tʃ_ə_ɹ-en-US-Wavenet-F,en-US-Wavenet-F,8159,feature,f iː tʃ ə ɹ,5,1
14,w_iː_dʒ_ə_ɹ-en-US-Wavenet-F,en-US-Wavenet-F,,,w iː dʒ ə ɹ,5,0
15,w_ɜː_ʃ_ə_p-en-US-Wavenet-A,en-US-Wavenet-A,21263,worship,w ɜː ʃ ə p,5,1
15,w_ɜː_ʃ_ə_f-en-US-Wavenet-A,en-US-Wavenet-A,,,w ɜː ʃ ə f,5,0
15,w_ɜː_ʃ_ə_p-en-US-Wavenet-B,en-US-Wavenet-B,21263,worship,w ɜː ʃ ə p,5,1
15,w_ɜː_ʃ_ə_f-en-US-Wavenet-B,en-US-Wavenet-B,,,w ɜː ʃ ə f,5,0
15,w_ɜː_ʃ_ə_p-en-US-Wavenet-C,en-US-Wavenet-C,21263,worship,w ɜː ʃ ə p,5,1
15,w_ɜː_ʃ_ə_f-en-US-Wavenet-C,en-US-Wavenet-C,,,w ɜː ʃ ə f,5,0
15,w_ɜː_ʃ_ə_p-en-US-Wavenet-F,en-US-Wavenet-F,21263,worship,w ɜː ʃ ə p,5,1
15,w_ɜː_ʃ_ə_f-en-US-Wavenet-F,en-US-Wavenet-F,,,w ɜː ʃ ə f,5,0
16,f_æ_m_ə_l_iː-en-US-Wavenet-A,en-US-Wavenet-A,104622,family,f æ m ə l iː,6,1
16,w_ɑ_m_ə_ɹ_iː-en-US-Wavenet-A,en-US-Wavenet-A,,,w ɑ m ə ɹ iː,6,0
16,f_æ_m_ə_l_iː-en-US-Wavenet-B,en-US-Wavenet-B,104622,family,f æ m ə l iː,6,1
16,w_ɑ_m_ə_ɹ_iː-en-US-Wavenet-B,en-US-Wavenet-B,,,w ɑ m ə ɹ iː,6,0
16,f_æ_m_ə_l_iː-en-US-Wavenet-C,en-US-Wavenet-C,104622,family,f æ m ə l iː,6,1
16,w_ɑ_m_ə_ɹ_iː-en-US-Wavenet-C,en-US-Wavenet-C,,,w ɑ m ə ɹ iː,6,0
16,f_æ_m_ə_l_iː-en-US-Wavenet-F,en-US-Wavenet-F,104622,family,f æ m ə l iː,6,1
16,w_ɑ_m_ə_ɹ_iː-en-US-Wavenet-F,en-US-Wavenet-F,,,w ɑ m ə ɹ iː,6,0
17,h_aɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,22798,hide,h aɪ d,3,1
17,d_ɛ_dʒ-en-US-Wavenet-A,en-US-Wavenet-A,,,d ɛ dʒ,3,0
17,h_aɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,22798,hide,h aɪ d,3,1
17,d_ɛ_dʒ-en-US-Wavenet-B,en-US-Wavenet-B,,,d ɛ dʒ,3,0
17,h_aɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,22798,hide,h aɪ d,3,1
17,d_ɛ_dʒ-en-US-Wavenet-C,en-US-Wavenet-C,,,d ɛ dʒ,3,0
17,h_aɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,22798,hide,h aɪ d,3,1
17,d_ɛ_dʒ-en-US-Wavenet-F,en-US-Wavenet-F,,,d ɛ dʒ,3,0
18,ð_ɪ_s-en-US-Wavenet-A,en-US-Wavenet-A,2040967,this,ð ɪ s,3,1
18,ð_ɪ_m-en-US-Wavenet-A,en-US-Wavenet-A,,,ð ɪ m,3,0
18,ð_ɪ_s-en-US-Wavenet-B,en-US-Wavenet-B,2040967,this,ð ɪ s,3,1
18,ð_ɪ_m-en-US-Wavenet-B,en-US-Wavenet-B,,,ð ɪ m,3,0
18,ð_ɪ_s-en-US-Wavenet-C,en-US-Wavenet-C,2040967,this,ð ɪ s,3,1
18,ð_ɪ_m-en-US-Wavenet-C,en-US-Wavenet-C,,,ð ɪ m,3,0
18,ð_ɪ_s-en-US-Wavenet-F,en-US-Wavenet-F,2040967,this,ð ɪ s,3,1
18,ð_ɪ_m-en-US-Wavenet-F,en-US-Wavenet-F,,,ð ɪ m,3,0
19,ə_m_ɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,17809,amid,ə m ɪ d,4,1
19,ə_d_ɛ_t-en-US-Wavenet-A,en-US-Wavenet-A,,,ə d ɛ t,4,0
19,ə_m_ɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,17809,amid,ə m ɪ d,4,1
19,ə_d_ɛ_t-en-US-Wavenet-B,en-US-Wavenet-B,,,ə d ɛ t,4,0
19,ə_m_ɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,17809,amid,ə m ɪ d,4,1
19,ə_d_ɛ_t-en-US-Wavenet-C,en-US-Wavenet-C,,,ə d ɛ t,4,0
19,ə_m_ɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,17809,amid,ə m ɪ d,4,1
19,ə_d_ɛ_t-en-US-Wavenet-F,en-US-Wavenet-F,,,ə d ɛ t,4,0
20,s_ɜː_tʃ-en-US-Wavenet-A,en-US-Wavenet-A,31388,search,s ɜː tʃ,3,1
20,j_eɪ_dʒ-en-US-Wavenet-A,en-US-Wavenet-A,,,j eɪ dʒ,3,0
20,s_ɜː_tʃ-en-US-Wavenet-B,en-US-Wavenet-B,31388,search,s ɜː tʃ,3,1
20,j_eɪ_dʒ-en-US-Wavenet-B,en-US-Wavenet-B,,,j eɪ dʒ,3,0
20,s_ɜː_tʃ-en-US-Wavenet-C,en-US-Wavenet-C,31388,search,s ɜː tʃ,3,1
20,j_eɪ_dʒ-en-US-Wavenet-C,en-US-Wavenet-C,,,j eɪ dʒ,3,0
20,s_ɜː_tʃ-en-US-Wavenet-F,en-US-Wavenet-F,31388,search,s ɜː tʃ,3,1
20,j_eɪ_dʒ-en-US-Wavenet-F,en-US-Wavenet-F,,,j eɪ dʒ,3,0
21,ɑ_n_ə_ɹ-en-US-Wavenet-A,en-US-Wavenet-A,46513,honour,ɑ n ə ɹ,4,1
21,ɛ_d_ə_n-en-US-Wavenet-A,en-US-Wavenet-A,,,ɛ d ə n,4,0
21,ɑ_n_ə_ɹ-en-US-Wavenet-B,en-US-Wavenet-B,46513,honour,ɑ n ə ɹ,4,1
21,ɛ_d_ə_n-en-US-Wavenet-B,en-US-Wavenet-B,,,ɛ d ə n,4,0
21,ɑ_n_ə_ɹ-en-US-Wavenet-C,en-US-Wavenet-C,46513,honour,ɑ n ə ɹ,4,1
21,ɛ_d_ə_n-en-US-Wavenet-C,en-US-Wavenet-C,,,ɛ d ə n,4,0
21,ɑ_n_ə_ɹ-en-US-Wavenet-F,en-US-Wavenet-F,46513,honour,ɑ n ə ɹ,4,1
21,ɛ_d_ə_n-en-US-Wavenet-F,en-US-Wavenet-F,,,ɛ d ə n,4,0
22,ɡ_ʊ_d_z-en-US-Wavenet-A,en-US-Wavenet-A,20752,goods,ɡ ʊ d z,4,1
22,ɡ_ɛ_p_s-en-US-Wavenet-A,en-US-Wavenet-A,,,ɡ ɛ p s,4,0
22,ɡ_ʊ_d_z-en-US-Wavenet-B,en-US-Wavenet-B,20752,goods,ɡ ʊ d z,4,1
22,ɡ_ɛ_p_s-en-US-Wavenet-B,en-US-Wavenet-B,,,ɡ ɛ p s,4,0
22,ɡ_ʊ_d_z-en-US-Wavenet-C,en-US-Wavenet-C,20752,goods,ɡ ʊ d z,4,1
22,ɡ_ɛ_p_s-en-US-Wavenet-C,en-US-Wavenet-C,,,ɡ ɛ p s,4,0
22,ɡ_ʊ_d_z-en-US-Wavenet-F,en-US-Wavenet-F,20752,goods,ɡ ʊ d z,4,1
22,ɡ_ɛ_p_s-en-US-Wavenet-F,en-US-Wavenet-F,,,ɡ ɛ p s,4,0
23,s_ə_l_ɛ_k_t_ɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,10994,selected,s ə l ɛ k t ɪ d,8,1
23,s_ɛ_ɹ_ɛ_k_t_ɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,,,s ɛ ɹ ɛ k t ɪ d,8,0
23,s_ə_l_ɛ_k_t_ɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,10994,selected,s ə l ɛ k t ɪ d,8,1
23,s_ɛ_ɹ_ɛ_k_t_ɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,,,s ɛ ɹ ɛ k t ɪ d,8,0
23,s_ə_l_ɛ_k_t_ɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,10994,selected,s ə l ɛ k t ɪ d,8,1
23,s_ɛ_ɹ_ɛ_k_t_ɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,,,s ɛ ɹ ɛ k t ɪ d,8,0
23,s_ə_l_ɛ_k_t_ɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,10994,selected,s ə l ɛ k t ɪ d,8,1
23,s_ɛ_ɹ_ɛ_k_t_ɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,,,s ɛ ɹ ɛ k t ɪ d,8,0
24,ɹ_ɪ_tʃ_ə_z-en-US-Wavenet-A,en-US-Wavenet-A,10059,riches,ɹ ɪ tʃ ə z,5,1
24,s_ɪ_tʃ_ə_z-en-US-Wavenet-A,en-US-Wavenet-A,,,s ɪ tʃ ə z,5,0
24,ɹ_ɪ_tʃ_ə_z-en-US-Wavenet-B,en-US-Wavenet-B,10059,riches,ɹ ɪ tʃ ə z,5,1
24,s_ɪ_tʃ_ə_z-en-US-Wavenet-B,en-US-Wavenet-B,,,s ɪ tʃ ə z,5,0
24,ɹ_ɪ_tʃ_ə_z-en-US-Wavenet-C,en-US-Wavenet-C,10059,riches,ɹ ɪ tʃ ə z,5,1
24,s_ɪ_tʃ_ə_z-en-US-Wavenet-C,en-US-Wavenet-C,,,s ɪ tʃ ə z,5,0
24,ɹ_ɪ_tʃ_ə_z-en-US-Wavenet-F,en-US-Wavenet-F,10059,riches,ɹ ɪ tʃ ə z,5,1
24,s_ɪ_tʃ_ə_z-en-US-Wavenet-F,en-US-Wavenet-F,,,s ɪ tʃ ə z,5,0
25,s_w_ɪ_ŋ-en-US-Wavenet-A,en-US-Wavenet-A,6549,swing,s w ɪ ŋ,4,1
25,d_ɹ_ɪ_ɡ-en-US-Wavenet-A,en-US-Wavenet-A,,,d ɹ ɪ ɡ,4,0
25,s_w_ɪ_ŋ-en-US-Wavenet-B,en-US-Wavenet-B,6549,swing,s w ɪ ŋ,4,1
25,d_ɹ_ɪ_ɡ-en-US-Wavenet-B,en-US-Wavenet-B,,,d ɹ ɪ ɡ,4,0
25,s_w_ɪ_ŋ-en-US-Wavenet-C,en-US-Wavenet-C,6549,swing,s w ɪ ŋ,4,1
25,d_ɹ_ɪ_ɡ-en-US-Wavenet-C,en-US-Wavenet-C,,,d ɹ ɪ ɡ,4,0
25,s_w_ɪ_ŋ-en-US-Wavenet-F,en-US-Wavenet-F,6549,swing,s w ɪ ŋ,4,1
25,d_ɹ_ɪ_ɡ-en-US-Wavenet-F,en-US-Wavenet-F,,,d ɹ ɪ ɡ,4,0
26,s_l_ɪ_p_t-en-US-Wavenet-A,en-US-Wavenet-A,18448,slipped,s l ɪ p t,5,1
26,s_l_æ_l_t-en-US-Wavenet-A,en-US-Wavenet-A,,,s l æ l t,5,0
26,s_l_ɪ_p_t-en-US-Wavenet-B,en-US-Wavenet-B,18448,slipped,s l ɪ p t,5,1
26,s_l_æ_l_t-en-US-Wavenet-B,en-US-Wavenet-B,,,s l æ l t,5,0
26,s_l_ɪ_p_t-en-US-Wavenet-C,en-US-Wavenet-C,18448,slipped,s l ɪ p t,5,1
26,s_l_æ_l_t-en-US-Wavenet-C,en-US-Wavenet-C,,,s l æ l t,5,0
26,s_l_ɪ_p_t-en-US-Wavenet-F,en-US-Wavenet-F,18448,slipped,s l ɪ p t,5,1
26,s_l_æ_l_t-en-US-Wavenet-F,en-US-Wavenet-F,,,s l æ l t,5,0
27,f_ɔ_ɹ_m_ɪ_ŋ-en-US-Wavenet-A,en-US-Wavenet-A,9354,forming,f ɔ ɹ m ɪ ŋ,6,1
27,f_ɔ_ɹ_v_ɪ_ŋ-en-US-Wavenet-A,en-US-Wavenet-A,,,f ɔ ɹ v ɪ ŋ,6,0
27,f_ɔ_ɹ_m_ɪ_ŋ-en-US-Wavenet-B,en-US-Wavenet-B,9354,forming,f ɔ ɹ m ɪ ŋ,6,1
27,f_ɔ_ɹ_v_ɪ_ŋ-en-US-Wavenet-B,en-US-Wavenet-B,,,f ɔ ɹ v ɪ ŋ,6,0
27,f_ɔ_ɹ_m_ɪ_ŋ-en-US-Wavenet-C,en-US-Wavenet-C,9354,forming,f ɔ ɹ m ɪ ŋ,6,1
